Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61794292,-0.19273416
Good,5.61761463,-0.19445893
Good,5.61738064,-0.19640677
Good,5.61704592,-0.1989466
fair,5.6167503,-0.20153901
fair,5.61641156,-0.20445431
fair,5.6160264,-0.20735829
fair,5.61573739,-0.21007181
Good,5.61536664,-0.21312688
fair,5.61509459,-0.21576889
Good,5.61473662,-0.21859957
Good,5.61440847,-0.22104344
Good,5.61391744,-0.22302147
Good,5.61327552,-0.22515658
Good,5.6128424,-0.22667524
Good,5.61279857,-0.2282095
Good,5.61350634,-0.22873264
Good,5.61474342,-0.22915463
Good,5.61556334,-0.22936924
Good,5.61565574,-0.229397
Good,5.61575729,-0.22940336
Good,5.61701178,-0.2296025
Good,5.61826508,-0.22991414
Good,5.61953741,-0.23029334
Good,5.62085534,-0.23087471
Good,5.62188343,-0.23158131
Good,5.62245676,-0.23197149
Good,5.62273216,-0.23215749
Good,5.62301048,-0.23232566
Good,5.62341248,-0.23258183
Good,5.62378262,-0.23282123
Good,5.62411573,-0.23301028
Good,5.62433589,-0.23316343
Good,5.62433589,-0.23316343
Good,5.62433589,-0.23316343
Good,5.62433589,-0.23316343
Good,5.62433589,-0.23316343
Good,5.62433589,-0.23316343
Good,5.62433589,-0.23316343
Good,5.62433589,-0.23316343
Good,5.62433589,-0.23316343
Good,5.62433589,-0.23316343
Good,5.62439894,-0.23323878
Good,5.62541414,-0.2339237
Good,5.62683788,-0.23492018
Good,5.62876168,-0.23623285
fair,5.630704,-0.23750369
Bad,5.63310228,-0.23902241
Bad,5.63534921,-0.24041667
fair,5.63742876,-0.24172148
Good,5.63979334,-0.24321631
Good,5.64211528,-0.24472879
Good,5.6442276,-0.24611645
Good,5.64641286,-0.24789376
Good,5.64785236,-0.25004137
fair,5.64939946,-0.25253985
Good,5.65099863,-0.25510377
Good,5.65243105,-0.25742103
Good,5.65398828,-0.25992507
Good,5.65543206,-0.26206281
fair,5.65712721,-0.26441179
Bad,5.65877673,-0.26668742
Good,5.66016909,-0.26856502
Good,5.66142143,-0.26996951
Good,5.66287882,-0.27074556
Good,5.66465859,-0.27082869
Good,5.666007,-0.27053001
Good,5.66721822,-0.27047022
Good,5.66855986,-0.2707039
Good,5.67017047,-0.2711201
Good,5.67188578,-0.27153892
Good,5.67282299,-0.27177911
Good,5.67446984,-0.27216693
Good,5.67671817,-0.2727324
Good,5.67859745,-0.27320897
Good,5.68019293,-0.27370308
Good,5.68160777,-0.27451971
Good,5.68269274,-0.27552346
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61808886,-0.19214863
Good,5.61794292,-0.19273416
Good,5.61761463,-0.19445893
Good,5.61738064,-0.19640677
Good,5.61704592,-0.1989466
fair,5.6167503,-0.20153901
fair,5.61641156,-0.20445431
fair,5.6160264,-0.20735829
fair,5.61573739,-0.21007181
Good,5.61536664,-0.21312688
fair,5.61509459,-0.21576889
Good,5.61473662,-0.21859957
Good,5.61440847,-0.22104344
Good,5.61391744,-0.22302147
Good,5.61327552,-0.22515658
Good,5.6128424,-0.22667524
Good,5.61279857,-0.2282095
Good,5.61350634,-0.22873264
Good,5.61474342,-0.22915463
Good,5.61556334,-0.22936924
Good,5.61565574,-0.229397
Good,5.61575729,-0.22940336
Good,5.61701178,-0.2296025
Good,5.61826508,-0.22991414
Good,5.61953741,-0.23029334
Good,5.62085534,-0.23087471
Good,5.62188343,-0.23158131
Good,5.62245676,-0.23197149
Good,5.62273216,-0.23215749
Good,5.62301048,-0.23232566
Good,5.62341248,-0.23258183
Good,5.62378262,-0.23282123
Good,5.62411573,-0.23301028
Good,5.62433589,-0.23316343
